x,y,z,rx,ry,rz
-10.145020484924316,3.8719241619110107,-1.2381603717803955,-0.11937478220011502,-0.736474441845518,-0.13482970741421352
-3.588491678237915,0.6608770489692688,-1.9039171934127808,-0.05041309234980135,-0.8534842033291256,-0.08406700564188556
-0.21905051171779633,-0.16362500190734863,-0.10907411575317383,0.03654415663006166,0.8673531609364332,0.06440425026487039
2.8779778480529785,0.8465313911437988,2.977518320083618,0.003739156311165154,0.9007291832785622,0.007755216998756303
4.675689220428467,0.6389705538749695,-0.3458501696586609,-0.023114014256221553,-0.6370528312925758,-0.019117413326298013
1.9547228813171387,0.26371580362319946,-4.30109977722168,-0.06919583305994102,-0.15526377849962844,-0.010903011774716507
-2.4644505977630615,0.1520526260137558,-4.816218376159668,-0.06847886863643768,0.2816191554789213,0.020154179680825248
-4.382655143737793,1.1792232990264893,-2.9486067295074463,0.021276938951000884,0.5141857470657769,-0.012761116962535627
-0.0443822517991066,0.9764811992645264,-0.5382612943649292,0.0033939405898067523,0.7010454711423297,-0.0033366500087905564
0.6829257607460022,1.5977158546447754,-3.141944408416748,-0.017849455163609463,0.9774681373661923,0.09232227183819816
-10.145020484924316,3.8719241619110107,-1.2381603717803955,-0.12377575840138011,-0.7357475952641517,-0.1309289005043808
